Month,Actual Revenue,Predicted Revenue
2025-02,59066.900200000004,45113.212429346466
2025-03,75521.2612,58883.3981468811
2025-04,68000.3,65160.53363513876
2025-05,82840.3864,57280.56694503003
2025-06,75902.164,51180.00587158022
2025-07,31109.796,52973.43355571837
